data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
1390146,760,SYR11449,11449,25-Aug-17,2017,1,Violence against civilians,Police Forces of Syria (2000-),,1,Civilians (Syria),Prisoners (Syria),7,17,Middle East,Syria,Aleppo,Jebel Saman,Jebel Saman,Aleppo,36.206,37.1524,1,SOHR Website_http://www.syriahr.com/en/?p=72892,Other-local,A man from al-Sakhour neighborhood in Aleppo was killed under torture in the Syrian security detentions after he was arrested for months.,1,1524053851,SYR
1390156,760,SYR11466,11466,25-Aug-17,2017,1,Violence against civilians,Police Forces of Syria (2000-),,1,Civilians (Syria),Prisoners (Syria),7,17,Middle East,Syria,Rural Damascus,At Tall,Sidnaya,Sidnaya Military Prison,33.6653,36.329,3,SOHR Website_http://www.syriahr.com/en/?p=72771,Other-local,A young man from the town of al-Giza was killed under torture in an unidentified Syrian security prison.,1,1524053851,SYR
1390316,760,SYR11419,11419,24-Aug-17,2017,1,Violence against civilians,Military Forces of Turkey (2016-) Gendarmerie,,8,Civilians (Syria),,7,78,Middle East,Syria,Idleb,Idleb,Idleb,Idleb,35.929,36.6353,2,SOHR Website_http://www.syriahr.com/en/?p=72767,Other-local,A child was shot and killed by the Turkish border guards while he was trying to cross the border illegally toward Turkey from the Northern countryside of Idleb.,1,1524053852,SYR
1390339,760,SYR11394,11394,24-Aug-17,2017,1,Violence against civilians,Islamic State (Syria),,2,Civilians (Syria),,7,27,Middle East,Syria,Deir-ez-Zor,Al Mayadin,Al Mayadin,Al Mayadin,35.0248,40.428,1,SOHR Website_http://www.syriahr.com/en/?p=72625,Other-local,"The Islamic State executed a 17-year-old boy in Al Mayadin city after arresting him on the accusation of ""illegitimate media work"".",1,1524053852,SYR
1390525,760,SYR11364,11364,23-Aug-17,2017,1,Violence against civilians,HTS: Hayat Tahrir al-Sham,,2,Civilians (Syria),,7,27,Middle East,Syria,Idleb,Al Ma'ra,Kafr Nobol,Kafr Nobol,35.6147,36.5603,1,SOHR Website_http://www.syriahr.com/en/?p=72567,Other-local,Hayat Tahrir al-Sham executed 2 people in Kafr Nobol village in Idleb countryside after accusations of killing a person and robbing him.,2,1524053852,SYR
1390529,760,SYR11359,11359,23-Aug-17,2017,1,Violence against civilians,Military Forces of Turkey (2016-) Gendarmerie,,8,Civilians (Syria),,7,78,Middle East,Syria,Idleb,Idleb,Idleb,Idleb,35.929,36.6353,2,SOHR Website_http://www.syriahr.com/en/?p=72581,Other-local,2 civilians were shot and killed and their child was injured by the Turkish border guards while they were trying to cross the border illegally toward Turkey from the Northern countryside of Idleb.,2,1524053852,SYR
1390740,760,SYR11296,11296,22-Aug-17,2017,1,Violence against civilians,Military Forces of Syria (2000-),,1,Civilians (Syria),,7,17,Middle East,Syria,Homs,Ar-Rastan,Ar-Rastan,Ar-Rastan,34.9241,36.7312,1,SOHR Website_http://www.syriahr.com/en/?p=72536,Other-local,1 Civilian was shot killed by a Syrian army sniper in Ar-Rastan town in Homs northern countryside.,1,1524053852,SYR
1390747,760,SYR11287,11287,22-Aug-17,2017,1,Violence against civilians,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Aleppo,Al Bab,Al Bab,Al Bab,36.3697,37.5149,1,SOHR Website_http://www.syriahr.com/en/?p=72542,Other-local,"A man was found dead in the city of al-Bab in the northeastern countryside of Aleppo, and there is no information about the circumstances and reasons for his death.",1,1524053852,SYR
1390925,760,SYR11257,11257,21-Aug-17,2017,1,Violence against civilians,Military Forces of Turkey (2016-) Gendarmerie,,8,Civilians (Syria),,7,78,Middle East,Syria,Idleb,Idleb,Idleb,Idleb,35.929,36.6353,2,SOHR Website_http://www.syriahr.com/en/?p=72431,Other-local,1 civilian was injured by the Turkish border guards while he was trying to cross the borders illegally toward Turkey from the Northern countryside of Idleb.,0,1524053852,SYR
1390923,760,SYR11258,11258,21-Aug-17,2017,1,Violence against civilians,HTS: Hayat Tahrir al-Sham,,2,Civilians (Syria),Prisoners (Syria),7,27,Middle East,Syria,Idleb,Idleb,Idleb,Idleb,35.929,36.6353,2,SOHR Website_http://www.syriahr.com/en/?p=72431,Other-local,A civilian was killed by torture while he was in Hayat Tahrir al-Sham prison in Idleb governorate.,1,1524053852,SYR
1390944,760,SYR11235,11235,21-Aug-17,2017,1,Violence against civilians,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Ar-Raqqa,Ar-Raqqa,Ar-Raqqa,Ar-Raqqa,35.9428,39.0519,1,SOHR Website_http://www.syriahr.com/en/?p=72447,Other-local,A man was killed via sniper while he was trying to escape the city of Ar-Raqqah. No information whether the Islamic State or the Syrian Democratic forces were the perpetrator.,1,1524053852,SYR
1390957,760,SYR27262,27262,21-Aug-17,2017,1,Violence against civilians,Islamic State (Syria),,2,Civilians (Syria),,7,27,Middle East,Syria,Deir-ez-Zor,Al Mayadin,Al Mayadin,Al Mayadin,35.0248,40.428,1,LiveUMap: LiveUmap_https://syria.liveuamap.com/en/2017/22-august-snhr-isis-killed-the-child-ali-al-radi-in-al-mayadeen,Other - Local,ISIS killed the child Ali al Radi in al Mayadeen city in Deir Ezzor on Aug 21.,1,1524053852,SYR
1391342,760,SYR27255,27255,19-Aug-17,2017,1,Violence against civilians,HTS: Hayat Tahrir al-Sham,,2,Civilians (Syria),,7,27,Middle East,Syria,Idleb,Al Ma'ra,Kafr Nobol,Kafr Nobol,35.6147,36.5603,1,LiveUMap: LiveUmap_https://syria.liveuamap.com/en/2017/19-august-snhr-hts-arrested-the-media-activist-and-athlete,Other - Local,HTS arrested the media activist and athlete Ahmad al Hunayni in Kafr Nabl city in Idlib.,0,1524053852,SYR
1391478,760,SYR11127,11127,18-Aug-17,2017,1,Violence against civilians,HTS: Hayat Tahrir al-Sham,,2,Civilians (Syria),Prisoners (Syria); Opposition Rebels (Syria),7,27,Middle East,Syria,Idleb,Idleb,Idleb,Idleb,35.929,36.6353,3,SOHR Website_http://www.syriahr.com/2017/08/18/%d9%85%d8%b8%d8%a7%d9%87%d8%b1%d8%a7%d8%aa-%d8%aa%d8%b7%d8%a7%d9%84%d8%a8-%d9%87%d9%8a%d8%a6%d8%a9-%d8%aa%d8%ad%d8%b1%d9%8a%d8%b1-%d8%a7%d9%84%d8%b4%d8%a7%d9%85-%d9%85%d8%ac%d8%af%d8%af%d8%a7%d9%8b/,Other-local,A leader of a rebel troop was killed while he was in Hayat Tahrir al-Sham prison in Idleb governorate; there are accusations that Hayat Tahrir al-Sham has executed him in the prison.,1,1524053853,SYR
1391467,760,SYR11115,11115,18-Aug-17,2017,1,Violence against civilians,Protesters (Syria),,6,HTS: Hayat Tahrir al-Sham,,2,26,Middle East,Syria,Rural Damascus,Rural Damascus,Arbin,Arbin,33.5388,36.3653,1,SOHR Website_http://www.syriahr.com/2017/08/18/%d9%85%d8%b8%d8%a7%d9%87%d8%b1%d8%a7%d8%aa-%d8%aa%d8%b7%d8%a7%d9%84%d8%a8-%d9%87%d9%8a%d8%a6%d8%a9-%d8%aa%d8%ad%d8%b1%d9%8a%d8%b1-%d8%a7%d9%84%d8%b4%d8%a7%d9%85-%d9%85%d8%ac%d8%af%d8%af%d8%a7%d9%8b/,Other-local,Protests against Hayat Tahrir al-Sham took place in Arbin town in Rural Damascus in which Hayat Tahrir al-Sham threw stones on the protesters which led to injuring several protesters. No fatalities were reported.,0,1524053853,SYR
1391681,760,SYR11062,11062,17-Aug-17,2017,1,Violence against civilians,Islamist Rebels (Syria),,2,Civilians (Syria),,7,27,Middle East,Syria,Idleb,Idleb,Bennsh,Foah,35.982,36.7036,1,SOHR Website_http://www.syriahr.com/2017/08/17/%d8%ae%d8%b1%d9%88%d9%82%d8%a7%d8%aa-%d9%85%d8%aa%d8%ac%d8%af%d8%af%d8%a9-%d9%85%d9%86-%d9%82%d8%a8%d9%84-%d9%82%d9%88%d8%a7%d8%aa-%d8%a7%d9%84%d9%86%d8%b8%d8%a7%d9%85-%d9%84%d9%87%d8%af%d9%86%d8%a9/,Other-local,"Armed Islamist Rebel Group targeted Foah village in Idlib countryside with snipers which led to injuring 1 civilian, no fatalities reported.",0,1524053853,SYR
1392131,760,SYR27223,27223,15-Aug-17,2017,1,Violence against civilians,PYD: Kurdish Democratic Union Party,,2,Civilians (Syria),,7,27,Middle East,Syria,Ar-Raqqa,Tell Abiad,Tell Abiad,Tell Abiad,36.6978,38.9548,1,LiveUMap: LiveUmap_https://syria.liveuamap.com/en/2017/15-august-snhr-13-civilians-were-arrested-and-taken-to-unknown,Other - Local,"Kurdish Self-management forces (mainly Democratic Union Party -PKK branch) raided Tal Abyad city in Raqqa governorate northern suburbs, arrested 13 civilians.",0,1524053853,SYR
1392128,760,SYR27217,27217,15-Aug-17,2017,1,Violence against civilians,Opposition Rebels (Syria),,2,Civilians (Syria),,7,27,Middle East,Syria,Aleppo,Jebel Saman,Zarbah,Hmeira,36.0759,37.0534,1,LiveUMap: LiveUmap_https://syria.liveuamap.com/en/2017/15-august-fsa-samarkand-brigade-captured-another-saa-soldier,Other - Local,FSA Samarkand brigade captured another SAA soldier near Al-Kureidiyah village,0,1524053853,SYR
1392276,760,SYR10883,10883,14-Aug-17,2017,1,Violence against civilians,Islamist Militia (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Idleb,Idleb,Maaret Tamsrin,Kefraya,35.9907,36.6775,1,SOHR Website_http://www.syriahr.com/en/?p=71906,Other-local,"Snipers from Islamic factions opened fire in areas of the Shiite-inhabited town of Kefraya in Idleb, injuring a civilian.",0,1524053853,SYR
1392497,760,SYR10807,10807,13-Aug-17,2017,1,Violence against civilians,Islamic State (Syria),,2,Civilians (Syria),,7,27,Middle East,Syria,Deir-ez-Zor,Deir-ez-Zor,Kisreh,Kasra,35.567,39.9202,1,SOHR Website_http://www.syriahr.com/en/?p=71959; SOHR Website_http://www.syriahr.com/en/?p=71876,Other-local,A man was killed by Islamic State gunfire as he attempted to flee to Al-Hasakeh province from the town of Kasra in western Deir-ez-Zor.,1,1524053853,SYR
1392708,760,SYR10759,10759,12-Aug-17,2017,1,Violence against civilians,Unidentified Armed Group (Syria),,3,Civilians (Syria),Syrian Civil Defense,7,37,Middle East,Syria,Idleb,Idleb,Sarmin,Sarmin,35.9037,36.7238,1,SOHR Website_http://www.syriahr.com/en/?p=71812,Other-local,"Unidentified gunmen assassinated 7 members of the Civil Defense Forces in Sarmin, Idleb. The gunmen killed the Civil Defense members during their night shift, then stealing their equipment and fleeing the scene.",7,1524053854,SYR
1392713,760,SYR10755,10755,12-Aug-17,2017,1,Violence against civilians,Islamic State (Syria),,2,Civilians (Syria),,7,27,Middle East,Syria,Deir-ez-Zor,Abu Kamal,Abu Kamal,Ramadi,34.6384,40.8692,1,SOHR Website_http://www.syriahr.com/en/?p=71827,Other-local,The Islamic State publically executed 3 young men in the Ramadi area near Al-Bukamal on unknown charges.,3,1524053854,SYR
1392792,760,SYR27192,27192,12-Aug-17,2017,1,Violence against civilians,YPG: Peoples Protection Units,,2,Civilians (Syria),Prisoners (Syria); QSD: Syrian Democratic Forces,7,27,Middle East,Syria,Al-Hasakeh,Quamishli,Quamishli,Quamishli,37.0447,41.2262,1,LiveUMap: LiveUmap_https://syria.liveuamap.com/en/2017/12-august-rojava-authorities-arrested-sdf-fighters-who-fled,Other - Local,YPG authorities arrested SDF fighters who fled the battlefield in Raqqa after being forcibly conscripted. Fighters were imprisoned in Qamishli.,0,1524053854,SYR
1392951,760,SYR10664,10664,11-Aug-17,2017,1,Violence against civilians,Military Forces of Turkey (2016-) Gendarmerie,,8,Civilians (Syria),,7,78,Middle East,Syria,Idleb,Idleb,Idleb,Idleb,35.929,36.6353,3,SOHR Website_http://www.syriahr.com/en/?p=71838,Other-local,A man from Hama was killed after being shot by Turkish border guards as he attempted to cross the Turkish border into Iskenderun from Idleb.,1,1524053854,SYR
1392952,760,SYR10663,10663,11-Aug-17,2017,1,Violence against civilians,Islamic State (Syria),,2,Civilians (Syria),,7,27,Middle East,Syria,Deir-ez-Zor,Deir-ez-Zor,Sur,Hssein,35.6456,40.719,1,SOHR Website_http://www.syriahr.com/en/?p=71827,Other-local,The Islamic State executed 3 young men in the village of Hssein in the eastern countryside of Deir-ez-Zor on unknown charges.,3,1524053854,SYR
1392964,760,SYR10650,10650,11-Aug-17,2017,1,Violence against civilians,Military Forces of Turkey (2016-) Gendarmerie,,8,Civilians (Syria),,7,78,Middle East,Syria,Idleb,Jisr-Ash-Shugur,Darkosh,Dorriyeh,35.9931,36.3097,2,SOHR Website_http://www.syriahr.com/en/?p=71838; SOHR Website_http://www.syriahr.com/en/?p=71788,Other-local,"A woman died after being shot by Turkish border guards as she attempted to cross the border into Iskenderun from the area of Dorriyeh in Idleb. Turkish border guards continued to target the location of her body, without allowing Civil Defense teams or civilians to remove the body.",1,1524053854,SYR
1393185,760,SYR10593,10593,10-Aug-17,2017,1,Violence against civilians,HTS: Hayat Tahrir al-Sham,,2,Protesters (Syria),,6,26,Middle East,Syria,Rural Damascus,Rural Damascus,Arbin,Arbin,33.5388,36.3653,1,SOHR Website_http://www.syriahr.com/en/?p=71650,Other-local,"Around 800 protestors demonstrated against the presence of Hayat Tahrir al-Sham in Arbin, calling on the group to leave the area. HTS members opened fire on the protesters, injuring 5 civilians.",0,1524053854,SYR
1393190,760,SYR10586,10586,10-Aug-17,2017,1,Violence against civilians,Diwan al-Hisbah,Islamic State (Syria),2,Civilians (Syria),,7,27,Middle East,Syria,Deir-ez-Zor,Al Mayadin,Al Mayadin,Al Mayadin,35.0248,40.428,1,SOHR Website_http://www.syriahr.com/en/?p=71634,Other-local,"A young man was killed in Al-Mayadin city when members of the Islamic State's religious police force, Diwan al-Hisbah, arrested and beat the man on the charge that he was smoking. One of the members of the patrol then shot him, resulting in his death.",1,1524053854,SYR
1393189,760,SYR10587,10587,10-Aug-17,2017,1,Violence against civilians,Islamic State (Syria),,2,Civilians (Syria),Military Forces of Syria (2000-); Militia (Pro-Government),7,27,Middle East,Syria,Deir-ez-Zor,Abu Kamal,Abu Kamal,Al-Bukamal,34.4546,40.9116,2,SOHR Website_http://www.syriahr.com/en/?p=71651,Other-local,"The Islamic State executed 5 regime and allied militia members whom it captured in the area of Wadi al-Wa'er and its Dam on the border between Deir-ez-Zor and Homs, near Al-Bukamal. It was reported that IS displayed the bodies in order to ""send a message to public opinion and to IS supporters"" that, despite recent losses, ""it is still capable of carrying out attacks that will kill and injure members of the regime forces and militiamen loyal to them.""",5,1524053854,SYR
1393206,760,SYR27146,27146,10-Aug-17,2017,1,Violence against civilians,Operation Euphrates Shield,,2,Civilians (Syria),Islamic State (Syria),7,27,Middle East,Syria,Aleppo,Jarablus,Jarablus,Jarablus,36.8145,38.0099,1,LiveUMap: LiveUmap_https://syria.liveuamap.com/en/2017/10-august-an-isis-sleeper-cell-was-arrested-in-an-antiisis,Other - Local,An ISIS sleeper cell was arrested in an anti-ISIS raid in Jarabulus town.,0,1524053854,SYR
1393207,760,SYR27148,27148,10-Aug-17,2017,1,Violence against civilians,Islamic State (Syria),,2,Civilians (Syria),,7,27,Middle East,Syria,Ar-Raqqa,Ar-Raqqa,Ar-Raqqa,Khneiz,36.2453,39.0257,1,LiveUMap: LiveUmap_https://syria.liveuamap.com/en/2017/10-august-isis-killed-the-child-walid-al-faseeh-in-khneiz,Other - Local,ISIS killed the child Walid al Faseeh in Khneiz village in Raqqa suburbs.,1,1524053854,SYR
1393387,760,SYR10557,10557,9-Aug-17,2017,1,Violence against civilians,Military Forces of Turkey (2016-) Gendarmerie,,8,Civilians (Syria),,7,78,Middle East,Syria,Idleb,Idleb,Idleb,Idleb,35.929,36.6353,2,SOHR Website_http://www.syriahr.com/2017/08/09/%d8%a7%d9%84%d8%ac%d9%86%d8%af%d8%b1%d9%85%d8%a7-%d8%a7%d9%84%d8%aa%d8%b1%d9%83%d9%8a%d8%a9-%d8%aa%d9%88%d8%a7%d8%b5%d9%84-%d8%a7%d8%b3%d8%aa%d9%87%d8%af%d8%a7%d9%81-%d9%88%d9%82%d8%aa%d9%84-%d8%a7/,Other-local,1 civilian was killed by the Turkish border guards while he was trying to cross the border illegally toward Turkey from the Northern countryside of Idleb.,1,1524053854,SYR
1393421,760,SYR10519,10519,9-Aug-17,2017,1,Violence against civilians,Islamic State (Syria),,2,Civilians (Syria),,7,27,Middle East,Syria,Deir-ez-Zor,Al Mayadin,Al Mayadin,Al Mayadin,35.0248,40.428,1,SOHR Website_http://www.syriahr.com/2017/08/09/%d8%a7%d9%84%d8%ad%d8%b3%d8%a8%d8%a9-%d8%aa%d9%82%d8%aa%d9%84-%d8%b4%d8%a7%d8%a8%d8%a7%d9%8b-%d8%a8%d8%a5%d8%b7%d9%84%d8%a7%d9%82-%d8%a7%d9%84%d9%86%d8%a7%d8%b1-%d8%b9%d9%84%d9%8a%d9%87-%d8%a8/,Other-local,One civilian was killed by the Islamic State when they tried to arrest him in Al Mayadin town in Deir-ez-Zor countryside.,1,1524053854,SYR
1393627,760,SYR10457,10457,8-Aug-17,2017,1,Violence against civilians,Military Forces of Turkey (2016-) Gendarmerie,,8,Civilians (Syria),,7,78,Middle East,Syria,Al-Hasakeh,Al-Malikeyyeh,Al-Malikeyyeh,Al-Malikeyyeh,37.1745,42.1403,1,SOHR Website_http://www.syriahr.com/2017/08/08/%d8%ad%d8%b1%d8%b3-%d8%a7%d9%84%d8%ad%d8%af%d9%88%d8%af-%d8%a7%d9%84%d8%aa%d8%b1%d9%83%d9%8a-%d9%8a%d9%82%d8%aa%d9%84%d9%88%d9%86-%d8%b4%d8%a7%d8%a8%d8%a7%d9%8b-%d9%85%d9%86-%d8%b1%d9%8a%d9%81-%d8%a7/,Other-local,1 civilian was killed by the Turkish border guards while trying to cross the border illegally toward Turkey near Al-Malikeyyeh town in Al-Hasakeh northern countryside.,1,1524053854,SYR
1393782,760,SYR10427,10427,7-Aug-17,2017,1,Violence against civilians,Military Forces of Turkey (2016-) Gendarmerie,,8,Civilians (Syria),,7,78,Middle East,Syria,Idleb,Jisr-Ash-Shugur,Darkosh,Darkosh,35.9924,36.3934,1,SOHR Website_http://www.syriahr.com/2017/08/07/%d8%a8%d8%b9%d8%af-%d9%82%d8%aa%d9%84%d9%87%d8%a7-%d9%84%d9%86%d8%ad%d9%88-300-%d8%b3%d9%88%d8%b1%d9%8a-%d9%88%d8%aa%d9%86%d9%83%d9%8a%d9%84%d9%87%d8%a7-%d8%a8%d8%a7%d9%84%d8%b9%d8%b4%d8%b1%d8%a7/,Other-local,2 civilians were killed by the Turkish border guards while they were trying to cross the border illegally toward Turkey near Darkosh village in Idleb countryside.,2,1524053855,SYR
1394154,760,SYR10355,10355,5-Aug-17,2017,1,Violence against civilians,Islamic State (Syria),,2,Civilians (Syria),,7,27,Middle East,Syria,Al-Hasakeh,Al-Hasakeh,Markada,Markada,35.759,40.7677,2,SOHR Website_http://www.syriahr.com/2017/08/05/50-%d9%82%d8%b6%d9%88%d8%a7-%d8%a3%d9%85%d8%b3-%d8%a8%d9%8a%d9%86%d9%87%d9%85-11-%d9%85%d9%86-%d8%b9%d9%86%d8%a7%d8%b5%d8%b1-%d9%82%d9%88%d8%a7%d8%aa-%d8%a7%d9%84%d9%86%d8%b8%d8%a7%d9%85-%d9%88%d8%a7/,Other-local,The Islamic State executed 1 civilian in Markada sub-district in Al-Hasakeh province after accusation of working with the Syrian army.,1,1524053855,SYR
1394354,760,SYR10299,10299,4-Aug-17,2017,1,Violence against civilians,Unidentified Armed Group (Syria),,3,Civilians (Syria),AAS: Ahrar al-Sham; HTS: Hayat Tahrir al-Sham,7,37,Middle East,Syria,Idleb,Al Ma'ra,Ma'arrat An Nu'man,Maar Shamarin,35.6159,36.7188,1,SOHR Website_http://www.syriahr.com/2017/08/04/144-%d9%82%d8%b6%d9%88%d8%a7-%d8%a3%d9%85%d8%b3-%d8%a8%d9%8a%d9%86%d9%87%d9%85-44-%d9%85%d9%86-%d8%b9%d9%86%d8%a7%d8%b5%d8%b1-%d9%82%d9%88%d8%a7%d8%aa-%d8%a7%d9%84%d9%86%d8%b8%d8%a7%d9%85-%d9%88%d8%a7/,Other-local,"Unknown armed people killed a leader who has recently defected from Ahrar As sham militia and joined Hayat Tahrir al-Sham, this leader was killed in front of his house in Maar Shamarin village in Idleb countryside.",1,1524053855,SYR
1394378,760,SYR10295,10295,4-Aug-17,2017,1,Violence against civilians,Military Forces of Turkey (2016-) Gendarmerie,,8,Civilians (Syria),,7,78,Middle East,Syria,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Jisr-Ash-Shugur,35.8143,36.3206,2,SOHR Website_http://www.syriahr.com/2017/08/04/%d8%a7%d8%ba%d8%aa%d9%8a%d8%a7%d9%84-%d9%82%d9%8a%d8%a7%d8%af%d9%8a-%d9%85%d8%ad%d9%84%d9%8a-%d9%85%d9%86-%d9%82%d8%a8%d9%84-%d9%85%d8%ac%d9%87%d9%88%d9%84%d9%8a%d9%86-%d9%81%d9%8a-%d8%b1%d9%8a%d9%81/,Other-local,A civilian was shot and injured by the Turkish border guards while he was walking by the Syrian-Turkish borders in Jisr-Ash-Shugur district in Idlib countryside.,0,1524053855,SYR
1394556,760,SYR10245,10245,3-Aug-17,2017,1,Violence against civilians,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Idleb,Idleb,Idleb,Idleb,35.929,36.6353,1,SOHR Website_http://www.syriahr.com/2017/08/03/%d8%a7%d8%b9%d8%aa%d9%82%d8%a7%d9%84%d8%a7%d8%aa-%d9%88%d8%b9%d9%85%d9%84%d9%8a%d8%a7%d8%aa-%d9%82%d8%aa%d9%84-%d9%85%d8%ac%d9%87%d9%88%d9%84%d8%a9-%d9%81%d9%8a-%d9%85%d8%af%d9%8a%d9%86%d8%a9-%d8%a5/,Other-local,A man was murdered by an armed person in Idlib city.,1,1524053855,SYR
1394611,760,SYR10215,10215,3-Aug-17,2017,1,Violence against civilians,Police Forces of Syria (2000-),,1,Civilians (Syria),Prisoners (Syria); Civilians (Palestine),7,17,Middle East,Syria,Rural Damascus,Duma,Duma,Adra,33.6044,36.5158,1,SOHR Website_http://www.syriahr.com/2017/08/03/%d8%a7%d9%84%d9%86%d8%b8%d8%a7%d9%85-%d8%a7%d9%84%d8%b3%d9%88%d8%b1%d9%8a-%d9%8a%d8%b9%d8%af%d9%85-%d8%b1%d8%a7%d8%a6%d8%af-%d8%a7%d9%84%d8%a5%d9%86%d8%aa%d8%b1%d9%86%d8%aa-%d8%a8%d8%a7%d8%b3%d9%84/,Other-local,Syrian police executed a Syrian-Palestinian civilian in the prison of Adra in Rural Damascus.,1,1524053855,SYR
1394622,760,SYR27022,27022,3-Aug-17,2017,1,Violence against civilians,Unidentified Armed Group (Syria),,3,Civilians (Syria),AAS: Ahrar al-Sham,7,37,Middle East,Syria,Idleb,Al Ma'ra,Ma'arrat An Nu'man,Maar Shamarin,35.6159,36.7188,1,LiveUMap: LiveU-Map_https://syria.liveuamap.com/en/2017/3-august-unknown-gunmen-fire-and-assassinated-a-former-military,Other - Local,"Unknown gunmen assassinated a former military commander in AAS ""Hamoud Abu Malik"" who had pledged loyalty to HTS during the recent clashes. Abu Malik was assassinated outside his home in Ma'art Shimmareen in Idleb governorate by two unknown gunmen on a motorcycles.",1,1524053855,SYR
1394969,760,SYR10144,10144,1-Aug-17,2017,1,Violence against civilians,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Idleb,Al Ma'ra,Ma'arrat An Nu'man,Maar Shurin,35.6662,36.7263,1,SOHR Website_http://www.syriahr.com/en/?p=71003,Other-local,"Unidentified gunmen forcefully abducted a man from his home in the town of Maar Shurin. The victim is a former aid worker who used to mediate issues between armed actors. The reason for his abduction is unknown, as is his fate.",0,1524053856,SYR
1395003,760,SYR10127,10127,1-Aug-17,2017,1,Violence against civilians,Military Forces of Turkey (2016-) Gendarmerie,,8,Civilians (Syria),,7,78,Middle East,Syria,Idleb,Harim,Dana,Bab El Hawa,36.2308,36.692,3,SOHR Website_http://www.syriahr.com/en/?p=71119,Other-local,A child was shot dead by Turkish border guards while attempting to cross the border into Turkey at un undentified point.,1,1524053856,SYR
1395205,760,SYR10062,10062,31-Jul-17,2017,2,Violence against civilians,Military Forces of Turkey (2016-) Gendarmerie,,8,Civilians (Syria),,7,78,Middle East,Syria,Idleb,Harim,Dana,Bab El Hawa,36.2308,36.692,3,SOHR Website_http://www.syriahr.com/en/?p=70915,Other-local,"SOHR received a video showing Turkish border guards assaulting several young Syrian men after they attempted to cross into Turkey at an undisclosed location, coded as Damascus due to lack of information.",0,1524053856,SYR
1395165,760,SYR10107,10107,31-Jul-17,2017,1,Violence against civilians,Islamic State (Syria),,2,Civilians (Syria),,7,27,Middle East,Syria,Deir-ez-Zor,Al Mayadin,Thiban,Tayyana,34.9842,40.5444,1,SOHR Website_http://www.syriahr.com/en/?p=70955,Other-local,"The Islamic State publically executed two men by gunshot in the town of Tayyana, in Deir-ez-Zor.",2,1524053856,SYR
1395181,760,SYR10089,10089,31-Jul-17,2017,1,Violence against civilians,QSD: Syrian Democratic Forces,,2,Civilians (Syria),,7,27,Middle East,Syria,Aleppo,A'zaz,A'zaz,Kaljibrin,36.5361,37.1175,1,SOHR Website_http://www.syriahr.com/en/?p=70896,Other-local,"Syrian Democratic Forces shelled places in the area of Kaljibrin, causing the death of a woman and her child, wounding others, and causing material damage.",2,1524053856,SYR
1395216,760,SYR10050,10050,31-Jul-17,2017,1,Violence against civilians,QSD: Syrian Democratic Forces,,2,Civilians (Syria),,7,27,Middle East,Syria,Aleppo,Menbij,Menbij,Arab Hassan Saghir,36.6567,37.8502,1,SOHR Website_http://www.syriahr.com/en/?p=70934,Other-local,A boy was killed in the area of Abad Hassan Saghir by sniper fire believed to be from Syrian Democratic Forces.,1,1524053856,SYR
1395338,760,SYR10020,10020,30-Jul-17,2017,1,Violence against civilians,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Idleb,Idleb,Idleb,Idleb,35.929,36.6353,1,SOHR Website_http://www.syriahr.com/en/?p=70870,Other-local,The body of an unidentified man was found west of the military housing complex in eastern Idleb city. The circumstances of his death are unknown as well as whether it is not a criminal death. Though proximity to military housing complex suggests there may have been political motives.,1,1524053856,SYR
1395395,760,SYR10006,10006,30-Jul-17,2017,1,Violence against civilians,Police Forces of Syria (2000-),,1,Civilians (Syria),Prisoners (Syria),7,17,Middle East,Syria,Rural Damascus,At Tall,Sidnaya,Sidnaya Military Prison,33.6653,36.329,3,SOHR Website_http://www.syriahr.com/en/?p=70933,Other-local,A man from Al-Dumayr city died under torture in an unidentified Syrian security prison.,1,1524053856,SYR
1395397,760,SYR26946,26946,30-Jul-17,2017,1,Violence against civilians,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Aleppo,As-Safira,Hajeb,Al-Hoss Plateau,35.9098,37.3722,1,LiveUMap: LiveUmap_https://syria.liveuamap.com/en/2017/30-july-civilian-casualties-in-a-bombing-targeted-a-meeting,Other - Local,Civilian casualties in a bombing targeted a meeting between tribes in mount Al Has in Aleppo southern countryside. Unknown number of casualties coded as 10.,10,1524053856,SYR
